CODE,POLITICS,POPULATION,AGE25_PROPTN,AGE_MEDIAN,AGE50_PROPTN,POP_DENSITY,GDP,INFANT_MORT,DOCS,VAX_RATE,HEALTHCARE_BASIS,HEALTHCARE_COST,DEATH_RATE,OBS_TYPE,GROCERIES
State118,UNSTABLE DEM,5853.03704947794,14.6328851280238,,40.5500354290814,499.140546502158,49.7563985661631,13.1473844473295,23.4463809146226,-99,FREE,,19.1325559207515,Train,jam%magazine%lamb%tea%detergent
State119,UNSTABLE DEM,,14.2887986488293,32.6864475774009,,503.027427001956,60.0750296803634,13.081371897828,,59.4000038469776,PRIVATE,15366.8987774912,16.4378254110426,Train,wine%cider%tea%cheese%bread%sugar
State120,STABLE DEM,1349.61361143983,16.0099609393622,,44.1866734481315,490.50122505814,65.455832644152,14.8414732062639,23.709309849056,54.8982437582841,INSURANCE,5466.05705549432,19.7830193470506,Train,chocolate%salt%beer%cordial%condiments%wine%sugar%dressings
State121,UNSTABLE DEM,4337.84158349275,14.6697055665722,,37.5830738195118,499.926966853388,60.2664256093415,16.5034211166907,25.4359596039342,55.9412544146856,INSURANCE,4680.81065123643,21.7744746858246,Train,coffee%stationery%soft drink%crisps%condiments%biscuits
State122,OTHER,,18.3433788958206,33.2475301020105,35.1741676877533,515.737979894154,,,19.2177668568061,60.1785202363293,PRIVATE,15280.1126193573,19.5666195911412,Test,coffee%butter%crisps%lamb
State123,STABLE DEM,4490.31891193519,13.652825571843,,44.2514305631763,487.543222538071,23.7265233080291,15.0980889986813,20.3360318340828,40.3127761015546,INSURANCE,4842.69140818206,18.327614733072,Train,beef%bread%tea%beer%salt%crisps%crackers%detergent%soft drink
State124,UNSTABLE DEM,2148.68502848934,14.4702488801352,33.5767178853935,37.3344441711179,496.274933120432,55.9679383984568,13.6845114053278,19.1428646956013,-99,PRIVATE,15099.0835044716,11.784252745696,Train,fuit%cocoa%jam%pork%stationery
State125,STABLE DEM,1094.6201173241,11.7497352541038,31.2141405402549,42.9303426557247,,57.7660947559554,,23.9240322931023,,INSURANCE,4559.77928932163,23.2644254160831,Train,cordial%chocolate%crackers%condiments%flour
State126,OTHER,1744.20813468799,17.705874075584,34.9877990991877,42.7055788783028,487.138187168005,57.1101308642427,12.9545192674694,23.1822414299588,61.2748304391843,FREE,,15.569568325524,Train,jam%biscuits%chicken%soft drink%fuit
State127,UNSTABLE DEM,1597.72330544298,14.4338328065343,32.9363338278363,36.1798481434177,493.933594648645,57.0969385876371,15.3840169950019,26.8644945920264,55.5203757524917,FREE,,19.5247948127474,Train,jam%magazine%salt%cleaner%cocoa%milk%beer
State128,DICTATORSHIP,2636.194784042,15.4257669804547,34.0151247296039,37.5764567476099,496.576825743052,58.3189205562677,12.8014966695312,25.7599110006441,51.6423079608723,FREE,,22.5685377601678,Train,cider%wine%chocolate%flour%jam%coffee%cleaner%butter%biscuits
State129,STABLE DEM,3002.00934433315,16.5713783247096,,39.1669365010235,496.916679464414,55.9488030480905,12.7081054948098,20.8222603529769,60.5843001220872,INSURANCE,4856.88117634896,15.7098864133636,Train,cider%salt%dressings%beef%chicken%crackers%fuit%wine%vegetables%detergent
State130,STABLE DEM,5003.02133724305,,,33.8219616944503,508.734939282321,,,22.8009308467909,55.9755944678373,INSURANCE,5471.24583776363,20.0966562677612,Test,crisps%vegetables%rolls%detergent%salads%cheese%jam%sauces
State131,,,,,,500.516817988812,,,-99,,INSURANCE,5151.81443113392,17.154201704762,Train,pork%salt%cheese%butter%crisps%jam%magazine%chicken%salads%condiments%rolls
State132,STABLE DEM,637.135049433013,,,43.0000251757488,500.098452030653,,14.6126536999127,25.118008962113,,FREE,,23.0864999686818,Train,bread%detergent%rolls%sauces%salads%flour%dressings
State133,STABLE DEM,4137.08909117271,13.2089978994635,,,,54.6159210757314,15.0943203123472,24.7383102136579,,INSURANCE,5014.97327585155,22.3926555146108,Test,vegetables%cider%cheese%dressings%flour%detergent%stationery
State134,STABLE DEM,,12.0769328278914,31.5404854053937,35.4861730397992,,,15.1493473991135,23.8676447214583,59.965487973877,INSURANCE,4894.44686205244,21.9527341636591,Train,chocolate%vegetables%condiments%coffee%butter%salads
State135,STABLE DEM,2097.08152141,13.6276546450719,,37.3188135500819,491.598318358631,58.6769955739384,14.2835074211555,21.3016163894914,62.5181735501636,INSURANCE,4877.56096943226,11.8219830864036,Train,cheese%crackers%sauces%biscuits%cleaner%pork%jam%fuit%rolls%flour
State136,STABLE DEM,3479.37959070953,14.9820474646665,,33.0829062114997,499.681364595711,47.5305546910968,11.9832725943968,23.9601865244447,64.8168143319223,INSURANCE,4956.27548876173,15.0152783732028,Train,bread%fuit%sugar%crackers%wine%tea
State137,STABLE DEM,4892.15145259916,,36.9131136079251,41.8051884761066,513.280300915337,57.5820531931616,13.5604633713639,,,FREE,,28.7037108380578,Train,wine%flour%jam%butter%beer%sauces%bread%lamb
State138,STABLE DEM,,,32.2332227100303,38.8732029937222,513.100049870014,53.2270085545422,14.8386490187717,27.8553138778223,,INSURANCE,5147.51241714431,31.7761505800642,Train,magazine%cider%rolls%beef%beer%vegetables
State139,OTHER,,,31.2668482692491,37.7760658172937,504.691503677135,52.0680089182047,,22.8399551454415,64.9779156072122,PRIVATE,15097.0544627999,17.1430045165596,Train,rolls%pork%coffee%beer%chocolate%cheese%sauces%bread
State140,DICTATORSHIP,,15.7662365200546,,38.8273621807836,,54.7950999083258,14.8878554196797,,64.3021335103001,INSURANCE,4913.22792159017,22.0484494119377,Train,cheese%butter%cleaner%stationery%dressings%crisps%beer%flour%milk%lamb
State141,STABLE DEM,1390.83835149622,13.9717930277222,,36.2692091939562,491.57712994413,52.495127153321,14.0900022937345,23.0413957169905,60.3482058493212,PRIVATE,14990.3718342543,12.5558888139501,Test,butter%cordial%bread%dressings
State142,UNSTABLE DEM,2097.29540971652,18.6168190327759,39.1587083921083,39.1068427735205,487.142441867184,53.6239007340187,14.3054229336473,25.0679223987876,-99,INSURANCE,4821.77576319687,16.3732863835197,Train,coffee%sauces%crisps%condiments%bread%cocoa
State143,UNSTABLE DEM,1845.47124733912,16.0200938712612,32.2051534039443,36.0871891851809,493.80963034611,50.6044123768667,13.5649610624734,23.1667330024161,62.2909403055494,INSURANCE,5164.72937976861,12.8530666608436,Train,crackers%chocolate%detergent%cordial
State144,UNSTABLE DEM,901.757312602993,16.6599510038129,33.6046780929032,38.4625486051335,494.625879240527,59.4694043643046,14.5301731734503,22.7170768794546,-99,INSURANCE,4740.74627161079,17.2427470798651,Test,milk%salads%crackers%cider%pork%salt%cordial%lamb
State145,STABLE DEM,2281.99368020081,13.7331589793969,,39.5380586806476,487.032220790165,52.9977412807538,11.9581152696979,20.3213030664707,62.4204603622355,INSURANCE,4925.53658761447,9.18776968909966,Train,salt%tea%cider%crisps
State146,STABLE DEM,2515.4762674246,,,39.2579151329139,,49.1269176015578,,21.671695529295,62.7521272319452,INSURANCE,5049.60738435752,20.7255709681835,Test,condiments%salt%salads%sugar
State147,UNSTABLE DEM,1401.16251657235,17.2140834447366,37.0980648308218,39.3599036925001,476.128496997033,54.9451252271263,12.6920044311333,24.2604512295918,57.0944508183474,INSURANCE,5042.01263127604,9.6067182405313,Train,cleaner%soft drink%beef%cocoa%wine%biscuits%chicken%sauces
State148,UNSTABLE DEM,,10.8032648952378,,37.6262715897087,502.845030446585,,,24.9494505953804,60.0643719832853,INSURANCE,5162.50301511562,21.0050685978464,Train,tea%chicken%milk%bread%flour
State149,STABLE DEM,2165.61198462892,14.1862753786702,,39.8813707018242,483.392107310509,57.1299302119879,15.2190056338946,24.3598321302369,62.2738960418325,INSURANCE,5095.29702285618,13.7250992377919,Train,lamb%bread%chocolate%milk%pork%rolls%wine%cider%cordial%crisps%sauces
State150,STABLE DEM,1279.56340931003,18.0783193420778,37.2740786719128,36.5085557854854,494.089142855133,56.8974366542755,11.9651480147517,21.6870411183947,62.852071615752,INSURANCE,5305.88115025024,12.3432886352013,Train,dressings%beef%milk%cleaner%sauces%wine
State151,--,,-99,38.3218046671317,41.8368527828098,504.59704851445,57.020268814276,,,61.1518784354801,INSURANCE,4964.38018020754,18.0491464730932,Train,crisps%rolls%cider%magazine%soft drink%beer%vegetables%sugar%dressings%condiments
State152,UNSTABLE DEM,3981.18673397574,15.870702008146,,41.6931531089421,487.126583700537,56.9999839330644,14.7039973589389,23.7005600694727,63.8281552478345,FREE,,12.8093939297626,Train,cleaner%bread%chocolate%crisps%wine%jam%magazine%vegetables%flour%stationery%salads
State153,OTHER,,,32.6534791416806,38.4247641481474,506.510607353458,,13.0780165238864,18.9959803235398,54.3945333926311,INSURANCE,5478.8715266213,19.3441595690111,Train,soft drink%dressings%bread%detergent%magazine%beef%cleaner%coffee%cheese%wine
State154,UNSTABLE DEM,,15.6193033540245,,-99,502.455153316184,52.746361771254,,-99,-99,FREE,,19.7375545727519,Test,biscuits%salads%cocoa%cider%stationery
State155,STABLE DEM,1556.41159772634,15.41078042847,,,,56.5858248381564,13.9422500174141,24.123514893166,,INSURANCE,4902.74715702847,24.5355927805776,Train,butter%flour%detergent%magazine%cleaner%beer%pork%tea
State156,UNSTABLE DEM,3047.58429099099,14.0552712275968,34.6569082269022,35.6615070797665,499.381823244833,54.0930531854084,16.1721027702285,28.4609362972285,61.1717241716213,INSURANCE,4917.54606337715,21.5265666810806,Test,soft drink%flour%cheese%stationery%milk%salads%condiments%crackers%lamb
State157,DICTATORSHIP,3117.64244918309,,,42.7813990925481,510.669845393146,54.9731711573911,15.973983805781,,,INSURANCE,5076.53853134473,28.101186766089,Test,magazine%detergent%chicken%vegetables%cheese%sauces%butter%wine%dressings
State158,,,,,,,53.5088528735818,,-99,,FREE,,18.696923661229,Train,cider%coffee%fuit%salads%crisps%magazine%vegetables%cocoa
State159,DICTATORSHIP,8142.33557492785,11.8925919235417,,35.1891030673644,499.988740306957,61.6808287255439,16.9788158416675,20.9538592436762,60.8396491601629,INSURANCE,4965.7470694925,13.4394338088768,Test,beef%beer%condiments%soft drink%dressings%flour%butter%chocolate%cheese%coffee%vegetables
State160,STABLE DEM,4239.06161912077,13.6947401234324,35.5570512752947,38.9430518445806,499.801895639162,48.1651028016835,15.1906155034363,27.3974507799509,61.9301203529448,INSURANCE,4747.05892570647,21.9042705054513,Test,cheese%detergent%stationery%chocolate%cleaner%biscuits
State161,STABLE DEM,1967.61944291875,16.2499949156873,35.0280839529327,41.9057464749464,491.631856476981,56.1159014800298,11.8321169615736,21.1771369057421,58.6795885718919,PRIVATE,14835.0136782366,15.1164531110455,Train,biscuits%detergent%pork%stationery%cocoa%lamb%cordial%beer%cider
State162,--,,-99,33.6983877826287,,501.6462320207,,,23.0726423144111,54.5661061547852,INSURANCE,4786.89458192374,21.6208651417544,Test,stationery%cheese%jam%milk%crisps%condiments
State163,UNSTABLE DEM,4825.579588938,19.8746886171196,,,519.202547810174,57.7020918707252,,,64.2955719715965,PRIVATE,15098.7793414847,24.3547658611066,Train,pork%beef%magazine%flour%cordial
State164,UNSTABLE DEM,,18.4705913404769,,43.0171529523509,507.095708662669,,,20.7851906532956,65.5021691920974,FREE,,18.5510614090281,Test,cocoa%rolls%cleaner%cheese%tea%coffee%pork%beer%chocolate
State165,UNSTABLE DEM,3946.88720344059,14.5225145822595,38.2781909506208,43.6628451943724,494.929938563118,61.5868998505668,13.8998716349555,18.8621050300665,-99,INSURANCE,4791.10425209616,15.3160355105927,Train,biscuits%soft drink%detergent%wine
State166,UNSTABLE DEM,2251.15472262238,14.7488179593953,,38.0566636453138,486.110195501784,53.7507964733153,11.0049863567327,21.1724793871098,61.8221514660475,INSURANCE,4973.75300287968,10.5651694417263,Train,detergent%vegetables%crisps%cocoa%cleaner
State167,DICTATORSHIP,249.468702833371,13.0904173767213,,38.6873062130932,495.069430074858,53.8148528393621,14.144462163785,24.8951147831887,64.0461653594732,INSURANCE,4941.40375970877,17.2930275401453,Train,butter%stationery%salt%soft drink%milk%wine%salads%biscuits
State168,STABLE DEM,1525.18348134016,12.6428911523014,32.5895175484198,39.6796584002492,497.080138381905,55.3938844175518,15.7161631886646,23.18769401591,61.3128763493642,INSURANCE,5062.56018253346,17.8135692524499,Train,beef%cordial%detergent%cocoa%sugar%vegetables
State169,UNSTABLE DEM,5390.52649529593,16.1237290532,35.5964770685995,40.819341561408,483.098809823773,55.1444530290924,14.016576688728,26.8836699556432,59.5936675651667,INSURANCE,5430.38208337117,15.9638309189522,Test,stationery%dressings%crackers%rolls%butter
State170,STABLE DEM,3782.85899544688,16.0147814410937,,39.5622874220072,494.401034716653,53.9007887033042,14.3037905898976,23.9769842400255,61.1248185000437,PRIVATE,15267.4316011829,17.5758720927777,Train,sugar%crackers%cocoa%cheese%tea%stationery%chicken%cleaner
State171,UNSTABLE DEM,2210.63112810754,13.294206942489,33.8186255348415,39.1509077722816,490.064939578715,52.1912904052288,13.1088829435614,20.6624206378079,56.4877005797605,INSURANCE,5115.17592952616,13.697608885715,Test,cordial%bread%beer%jam%dressings%cleaner
State172,OTHER,4986.8627221075,,35.5477838100788,-99,,58.6767182878811,16.4019550234374,-99,-99,INSURANCE,4730.92699646173,20.3334674513153,Train,milk%cider%jam%vegetables%coffee
State173,STABLE DEM,2650.89088312088,13.4043442259628,,39.6993233987959,498.410110752231,59.6796876209444,12.6315577094653,19.9631341354875,58.6200442883168,INSURANCE,5104.15001574524,15.6758417011718,Test,coffee%chocolate%chicken%lamb%bread%detergent%sauces%crackers
State174,STABLE DEM,4629.21964326844,18.2202232468214,,41.491890264414,496.114511444174,17.4559151533094,13.222602713561,22.5160112336957,42.5886553141933,FREE,,23.066342713538,Train,beef%magazine%cheese%flour%stationery%milk%cocoa%detergent%rolls
State175,UNSTABLE DEM,3217.58345179416,14.9168080956331,,38.9697167828559,489.059045475093,57.6826980771387,14.6428317741497,23.9660935196885,61.2444230516841,PRIVATE,14759.0097844056,12.557521737358,Train,biscuits%milk%crackers%salads%cordial%soft drink%pork
State176,STABLE DEM,1763.45869110677,16.0725463784155,,35.5771398538995,496.110789126442,51.5585388955364,13.4340367052525,22.7447588525829,59.7716063159819,INSURANCE,5040.75055020103,14.6064585008585,Train,milk%chocolate%cleaner%crackers
State177,STABLE DEM,3695.18188359974,18.6582143975997,33.8515315744497,44.3695710556592,498.177741831497,63.0807141427155,11.6160912441054,16.4566630693577,60.6837906203897,INSURANCE,5322.25265057127,13.4683835175596,Train,dressings%magazine%vegetables%cider%beer%tea%chocolate%coffee%milk%jam
State178,UNSTABLE DEM,4712.27816755451,14.5954972203495,,40.6446623503733,493.49037919405,53.9665898710339,13.3919439706005,22.0209843032603,55.9534590547383,INSURANCE,5042.16110962759,16.9021589922587,Train,cheese%milk%crackers%jam%beer%salt
State179,UNSTABLE DEM,4729.42286976413,16.6558932041219,32.4173959527533,40.4135995336892,499.174713681328,55.965762026778,11.2870124724917,15.4269843436301,59.8843454090839,INSURANCE,4813.86434814305,10.2393590115915,Train,crisps%chicken%cider%stationery%pork%chocolate%crackers
State180,DICTATORSHIP,1248.29206116163,17.7855610220318,36.5774416747849,40.2013742938204,488.395798394833,54.3230493699504,12.3340770879049,23.6381047874061,58.8733353170551,FREE,,14.9551565107079,Test,cocoa%milk%magazine%rolls%jam%biscuits%wine
State181,UNSTABLE DEM,2021.9343566849,16.4047210072763,,36.1567879278266,,,12.0613311179543,,-99,INSURANCE,5080.06897377945,16.3007454676105,Train,rolls%chocolate%detergent%stationery
State182,UNSTABLE DEM,5558.99498676225,11.0481993871105,,36.4612913071262,498.027298206507,19.2004721203567,12.3584261283338,21.1115042654626,32.6895869451493,INSURANCE,5003.85488151553,23.7069545600522,Test,cordial%butter%cider%cheese%crisps%chocolate%cocoa%detergent
State183,DICTATORSHIP,4350.7658040082,15.4804477893379,34.7904521352605,41.715175817079,,,13.5709758588232,,60.5452285315917,INSURANCE,4815.65791439454,21.9623636555454,Train,sauces%coffee%tea%detergent%sugar
State184,UNSTABLE DEM,3943.51378145704,14.634161376835,,41.2956744846962,,,16.1401823398027,,60.3442318423048,INSURANCE,5409.60300440914,22.0777045808407,Test,stationery%cocoa%tea%cordial%dressings%cheese
State185,STABLE DEM,3451.78937500284,,34.1729450538599,,505.456051839616,53.265826386021,11.5666645155778,19.8884526188229,,INSURANCE,4919.57613493733,15.6932487626206,Train,milk%cider%biscuits%crackers
State186,UNSTABLE DEM,,,,37.1982319509601,500.573558027788,47.826055439566,,25.6693804753215,60.2370721823248,PRIVATE,14628.0963084668,20.5528458087426,Train,sugar%chocolate%biscuits%pork%detergent%cocoa
State187,UNSTABLE DEM,1221.60671004201,15.9283686847524,,40.0716357243419,476.702399841125,15.2158344389063,11.7349705782664,20.5016606436753,-99,PRIVATE,15304.0879818345,13.1217582683495,Train,lamb%milk%soft drink%rolls%biscuits%salt%detergent%wine%sugar%salads
State188,UNSTABLE DEM,,12.4160867581128,,,510.746796320987,,14.792947532947,23.388093607149,55.3026537189793,FREE,,24.7185656203285,Test,lamb%cleaner%biscuits%jam%cider%cocoa%soft drink%chocolate%beef%butter
State189,UNSTABLE DEM,4602.49188515081,14.8165203896878,36.0632418178438,,502.737159976553,,16.5192273735559,28.0525503332075,,FREE,,26.6227483096792,Train,salads%beer%beef%stationery%cocoa%flour%wine%soft drink
State190,STABLE DEM,3184.61641568164,13.5117652728477,32.0484113766719,37.6042305959826,494.577148393768,56.1179197266817,12.7350057807359,19.6777353728324,61.7924136973277,INSURANCE,4929.20129570004,10.778647619388,Train,stationery%sauces%chocolate%soft drink%lamb%cheese%butter%tea
State191,UNSTABLE DEM,5122.49538251528,15.7549222115069,,,,51.021829390198,,25.148683417593,59.6126586286794,INSURANCE,5252.7361804613,24.6924565483444,Train,biscuits%cordial%butter%dressings%sugar%detergent%vegetables
State192,STABLE DEM,2301.71164029543,17.3250147488366,34.0294043381886,41.6308955562511,492.989865850498,54.3009106144678,13.2488141566208,24.6380349736902,64.2243478801155,INSURANCE,4992.16164606931,18.7542229308943,Train,condiments%pork%chicken%cheese%dressings%salads%fuit%milk%beef%bread
State193,UNSTABLE DEM,1967.84532728731,16.2954460968908,,42.2875252351186,486.018866513196,59.1720237385529,15.9399255255212,26.0393446241856,57.1715166638881,INSURANCE,5160.13020680131,18.2829250306919,Test,coffee%cheese%wine%fuit%rolls%crisps%jam%chocolate%dressings%beef%sauces
State194,DICTATORSHIP,5226.96316718159,12.2460881305112,,41.1550018678354,499.269510297984,55.6976519238539,14.8596979965855,24.4414639691381,55.0008089947783,PRIVATE,14562.3502535852,23.0378399721892,Train,salt%cleaner%crackers%beer%cheese%flour%chicken
State195,DICTATORSHIP,1157.77001169541,,34.6675650039945,,504.18352148526,57.5451050742433,13.7390841047369,,58.1643722064195,INSURANCE,5040.20170001267,24.7101458953852,Train,wine%butter%dressings%pork%crackers%flour%lamb
State196,STABLE DEM,2026.66310602112,16.1116842555056,,41.7738611064208,498.865308667362,51.7617242723965,13.6680612946649,22.9794539966056,62.824582728327,INSURANCE,4727.38083143503,18.1173359257491,Test,beef%chicken%crackers%jam%soft drink%crisps%fuit%cleaner%salads
State197,STABLE DEM,,13.7089218437548,29.2718701528255,,503.929739662104,,13.3139183839585,22.4119438899563,37.8346101898824,INSURANCE,4890.06834780789,26.1432857746424,Train,biscuits%crisps%tea%chicken
State198,DICTATORSHIP,2057.13409637364,12.6265151074993,,38.7027114566823,496.420711760718,61.8590295014737,13.2387041718063,16.6360840597245,62.0785938639616,FREE,,9.13830432754386,Test,magazine%crackers%pork%coffee
State199,STABLE DEM,1088.4422894606,14.7833631704411,36.3049000784138,41.6945296983229,492.882592215471,58.6603833798769,15.0610120761445,25.8942905541413,60.6594750906232,PRIVATE,15037.6565764048,20.2787297460069,Train,butter%coffee%beer%pork%tea%wine%crackers
State200,OTHER,2576.14601077296,,,37.0877643462214,507.52979959194,,13.7393829688228,,39.1881385666815,PRIVATE,15253.5290467559,27.4612984480684,Test,lamb%butter%sugar%beef%coffee%soft drink%crackers%cordial%rolls
State201,STABLE DEM,3161.38319202363,15.1404245257628,,34.4793795245261,502.538275182971,,15.048911241808,,,INSURANCE,5155.28054199215,31.1113412240527,Train,fuit%sauces%tea%cleaner%coffee
State202,UNSTABLE DEM,138.804875090686,12.6842435555899,34.1523778089976,,512.414871407894,61.1952692236578,17.5369412636898,,,INSURANCE,4694.60551326325,23.4102094603777,Train,butter%flour%cheese%chicken%cleaner%fuit%sugar%bread%vegetables
State203,OTHER,1171.7796333682,,,,,53.8330245279717,13.9983515069827,22.4025279614462,55.0751978477218,INSURANCE,5100.50125739886,20.6021193765352,Test,pork%cleaner%chicken%detergent%dressings%milk%crisps%tea%jam%rolls%sugar
State204,UNSTABLE DEM,2644.71032703945,18.2688505625858,,45.4452628374134,501.163708656324,55.872012258892,,,,INSURANCE,5232.37169004886,23.6096514517184,Test,rolls%beer%coffee%detergent
State205,--,,,30.5463350947588,,508.945309505983,51.7565892192816,,26.8185838342835,59.2093316750792,INSURANCE,4886.02937468255,24.2689061399443,Train,dressings%sauces%beer%chocolate%cider%crisps%rolls%tea
State206,OTHER,,12.2247901045194,31.0491465127501,39.1840371649092,,62.7107599221073,15.7365950860466,,58.9153133172171,INSURANCE,5037.40322530225,19.8684810446274,Train,detergent%salads%chicken%cocoa%stationery%cheese%flour%milk%dressings%coffee%jam
State207,STABLE DEM,1204.17925906934,13.2306001586115,,36.3256740607952,491.566435784896,52.3391382204128,12.7683930918156,20.6100200472124,58.8387461552468,INSURANCE,5166.3647140028,10.9136769164389,Train,cleaner%salads%milk%jam%pork%flour%chicken%dressings%cider%stationery
State208,UNSTABLE DEM,3113.08371835382,16.1132086349657,34.3921671375625,,506.834365177611,,11.3629590462151,,-99,FREE,,17.8735001757853,Train,coffee%cider%chocolate%chicken%magazine%wine%bread%cheese%beef%rolls%tea
State209,OTHER,1928.53786901192,16.7996719479614,,,500.187502933375,60.454333412696,,,59.0287685065156,INSURANCE,5201.49179005947,19.8704723549841,Train,bread%sauces%vegetables%rolls%magazine
State210,UNSTABLE DEM,2839.89321364095,14.9599488638929,,35.1419402681891,492.785538252142,58.6996014513774,14.1548852333578,22.6365689748044,56.2760287311105,FREE,,14.0463885449421,Train,stationery%sugar%beer%magazine%sauces%soft drink%cleaner%rolls%cocoa%lamb
State211,STABLE DEM,1604.95456116876,14.0813318734244,,38.4269325167052,498.546058194363,56.7028275048793,11.5321026454856,20.160602953015,55.854296345929,INSURANCE,4798.99527500176,16.4208839022528,Train,fuit%cleaner%salt%cider%wine%butter%beer%flour%milk%rolls%detergent
State212,UNSTABLE DEM,2040.53777373747,,,39.7133454514793,506.938628026574,54.1593917211638,,,61.990976855788,PRIVATE,14967.3562183959,21.826069153783,Train,wine%sauces%flour%sugar%stationery%biscuits%soft drink%cocoa
State213,UNSTABLE DEM,1594.44308054913,17.1790018343208,34.0145288989967,,518.253482815768,49.3527349991676,,19.3605276056108,,FREE,,18.7894626875589,Test,jam%soft drink%lamb%cleaner%condiments%pork%crisps%beer%magazine%beef%vegetables
State214,UNSTABLE DEM,2691.19559177795,12.9185400680516,,39.1304737274609,497.312097609003,55.2479108703462,15.3611400815456,25.3287950298428,53.7265996116092,INSURANCE,4792.57195235769,23.2398473494128,Train,tea%magazine%stationery%salads%beer%sauces%lamb%vegetables%coffee
State215,UNSTABLE DEM,3772.33637570175,13.2134820045314,35.428347678386,40.5366343006243,496.114874312138,56.266750841112,13.6914973903166,25.3737076040222,53.1315207557191,INSURANCE,5015.40693388185,20.9165413303135,Train,pork%biscuits%sugar%bread%rolls
State216,UNSTABLE DEM,,12.5194874562098,30.0750203301481,40.5239527350959,515.20876947322,,,20.4620977162507,-99,INSURANCE,5172.23379183681,25.6925212207315,Train,rolls%lamb%dressings%chocolate%magazine%pork
State217,STABLE DEM,,,33.0461168038882,35.0739452291383,,51.6369924467724,13.9740248572363,25.8139998574791,66.6767259661085,PRIVATE,14737.1060303367,19.8765529271492,Test,bread%dressings%crisps%butter%cordial%lamb%beer%jam%coffee%chocolate
State218,STABLE DEM,1227.33466196091,15.9591708887876,,39.1072192423028,492.126719921354,56.4964062721966,14.7337103940811,25.2981562125179,56.9836165655066,PRIVATE,15515.75073697,18.1411818070946,Train,soft drink%cordial%detergent%bread%wine%flour%lamb%crisps%magazine%cider%butter
State219,DICTATORSHIP,1270.13117972177,18.659443337819,37.7777046332745,43.0553822645781,493.789719117644,60.8165277065066,13.7064611058746,21.0131195717604,59.7270452495294,PRIVATE,15063.4129871393,17.046656293599,Test,rolls%lamb%crisps%coffee%beer
State220,STABLE DEM,2466.16844209063,13.4663408671999,28.6018425674256,,506.63766977777,,,17.2341712723591,57.4360908844042,FREE,,18.7366960738768,Train,magazine%wine%stationery%salads%rolls%sugar%dressings%bread%biscuits%condiments%cheese
State221,--,,-99,36.0982455027566,,511.068007991856,,,25.7585037611714,61.3805704022126,INSURANCE,4869.39619426331,27.2182270510017,Test,milk%salt%biscuits%cheese%dressings%magazine%wine%coffee
State222,STABLE DEM,5332.97500916973,17.9107392870768,33.2809537926283,,501.064565245982,55.3417108232732,,23.7497553062502,,INSURANCE,4721.93317699602,19.6594667350612,Train,tea%sauces%chocolate%wine
State223,UNSTABLE DEM,5642.30671407012,10.7793581401561,,36.8666606613326,499.452175997975,60.8767079702641,16.4589776274897,20.2598102286031,65.243582615264,PRIVATE,14459.0589105518,12.781607208406,Train,bread%cordial%chocolate%salt%jam%sugar%chicken%cider
State224,UNSTABLE DEM,1440.55679669777,16.3319777125642,38.4270242901789,39.7654947036263,507.269104581505,,,,61.8000890116678,INSURANCE,4923.24954532704,19.0445800580615,Train,pork%vegetables%cordial%cheese%sugar%flour%biscuits%magazine%chocolate
State225,STABLE DEM,4242.23248278058,16.1627954924042,,38.0641118123452,497.393644138569,55.2750406131505,13.274492986095,20.5094820780586,56.6751482920871,INSURANCE,4793.40259256982,16.7973079490421,Train,lamb%chocolate%sugar%beer%pork%vegetables%tea%fuit%dressings%bread%soft drink
State226,UNSTABLE DEM,4970.72200586145,15.0570793646593,33.5523095635879,39.5354798558645,495.220259258436,56.45099200185,12.246292274652,21.1918572220299,57.4301525970134,PRIVATE,14614.5900897179,14.4288076488232,Test,cordial%crisps%tea%wine%sugar%stationery%coffee
State227,STABLE DEM,1476.98788438827,15.962088189876,36.302241637599,39.6273933794179,481.619649944227,51.3446997607599,13.8362807003447,27.2487604604245,64.2781117175006,INSURANCE,4967.96371740352,13.4398145421007,Train,pork%vegetables%chocolate%flour%wine
State228,STABLE DEM,681.964508466792,16.4593766750666,37.7133528189329,42.723274960086,,63.9106089676635,,,63.3010621903976,INSURANCE,4691.14796950212,22.7171913175575,Train,beef%pork%condiments%chocolate%salt%magazine%butter%cordial%milk%fuit
State229,UNSTABLE DEM,1221.44659930696,11.866291259947,31.9794750041701,,509.327471706749,,14.8675586779013,,63.4103209691034,INSURANCE,5033.38618627521,17.0833231290513,Train,beer%condiments%chocolate%pork%fuit%cheese
State230,UNSTABLE DEM,1443.89087296669,14.1771090320265,33.5827517603552,36.7980669669398,486.61851617624,61.7674180645769,16.7515498853755,23.5667012773115,57.142647932177,INSURANCE,5181.15973698037,13.3176262788439,Test,rolls%milk%cleaner%wine%chocolate%pork%lamb
State231,UNSTABLE DEM,2867.25377072833,14.6171460030147,,34.2537090350084,497.56617003177,52.7230341988556,11.8142931265909,21.8377391777106,61.3940653026122,INSURANCE,4806.97216911242,13.882318979943,Test,soft drink%cocoa%cider%crackers%chocolate%cheese%detergent%fuit%salads
State232,OTHER,5510.38005294731,14.1072006165002,35.3115760736545,42.2012267875357,492.267009720154,57.8009156123655,15.2396828851115,21.2964973375636,62.1692077646541,INSURANCE,5287.32342714526,12.2489360533384,Train,fuit%cider%chocolate%wine%milk%cocoa%detergent%cordial%cheese
